replicate,state_permutation_group_mean_gap,state_permutation_effective_subjects,random_variable_group_mean_gap,random_variable_effective_subjects,validity_label,config_hash
75,0.003450945812548946,57,0.01834375990227448,57,full_predeclared_inference,e90eda294b47248d
76,0.015324176407505257,57,-0.0050084313172680545,57,full_predeclared_inference,e90eda294b47248d
77,-0.011790318081549985,57,-0.007192972211484455,57,full_predeclared_inference,e90eda294b47248d
78,-0.01792422259653897,57,0.0025690760238706108,57,full_predeclared_inference,e90eda294b47248d
79,0.015547696924001942,57,-0.0073640861257807414,57,full_predeclared_inference,e90eda294b47248d
80,-0.006951210740844067,57,-0.011760694986216003,57,full_predeclared_inference,e90eda294b47248d
81,-0.011926631615265519,57,-0.001301987101394374,57,full_predeclared_inference,e90eda294b47248d
82,-0.006060993565251465,57,-0.01678107539620083,57,full_predeclared_inference,e90eda294b47248d
83,-0.007891204275003682,57,-0.004280976713821809,57,full_predeclared_inference,e90eda294b47248d
84,-0.006928225270758272,57,-0.012463044329908142,57,full_predeclared_inference,e90eda294b47248d
85,0.02178116155354238,57,-0.01988333507396959,57,full_predeclared_inference,e90eda294b47248d
86,-0.01385529001238304,57,-0.0027925446807800804,57,full_predeclared_inference,e90eda294b47248d
87,0.005184906619113664,57,0.0009690398584689071,57,full_predeclared_inference,e90eda294b47248d
88,0.0011346210030481216,57,-0.00028302727401735415,57,full_predeclared_inference,e90eda294b47248d
89,0.0007464574230497006,57,0.012281975434638806,57,full_predeclared_inference,e90eda294b47248d
90,-0.006638371678115701,57,-0.00019992537355897314,57,full_predeclared_inference,e90eda294b47248d
91,-0.002792061168680763,57,0.004290823641703389,57,full_predeclared_inference,e90eda294b47248d
92,-0.0024541595623610844,57,-0.004564781325539795,57,full_predeclared_inference,e90eda294b47248d
93,-0.0038556828964150295,57,-0.0013645811859630862,57,full_predeclared_inference,e90eda294b47248d
94,-0.019681136981974656,57,0.007074383433283354,57,full_predeclared_inference,e90eda294b47248d
95,0.004916331429557996,57,-0.0051185058789837016,57,full_predeclared_inference,e90eda294b47248d
96,0.003960844630511133,57,-0.00905878272555605,57,full_predeclared_inference,e90eda294b47248d
97,-0.0018303642323686993,57,0.0031315925740082115,57,full_predeclared_inference,e90eda294b47248d
98,-0.00635695614453225,57,0.020958211612460004,57,full_predeclared_inference,e90eda294b47248d
99,-0.014123787809449149,57,0.0014933048807037545,57,full_predeclared_inference,e90eda294b47248d
100,0.007751078444663953,57,-0.01077326599961278,57,full_predeclared_inference,e90eda294b47248d
101,-0.010142176291312624,57,0.004589778942075429,57,full_predeclared_inference,e90eda294b47248d
102,-0.005089945765243342,57,0.0006775585078012028,57,full_predeclared_inference,e90eda294b47248d
103,0.0235791971169195,57,0.011135976628931102,57,full_predeclared_inference,e90eda294b47248d
104,0.01173194626111769,57,-0.0024299006496160073,57,full_predeclared_inference,e90eda294b47248d
105,-0.0018089128316179346,57,0.013232824541724905,57,full_predeclared_inference,e90eda294b47248d
106,0.01782896065327511,57,0.00526173227116398,57,full_predeclared_inference,e90eda294b47248d
107,-0.003543505963873818,57,-0.00856573748134562,57,full_predeclared_inference,e90eda294b47248d
108,0.009144641237199162,57,0.000995001767093427,57,full_predeclared_inference,e90eda294b47248d
109,0.0059115908159236945,57,0.013681875351912903,57,full_predeclared_inference,e90eda294b47248d
110,-0.009020517421224724,57,0.009784047877454941,57,full_predeclared_inference,e90eda294b47248d
111,-0.01425363224704017,57,0.003102919207210245,57,full_predeclared_inference,e90eda294b47248d
112,-0.006407799471814934,57,0.012738114984113468,57,full_predeclared_inference,e90eda294b47248d
113,-0.011686496874166435,57,0.011537710990788236,57,full_predeclared_inference,e90eda294b47248d
114,0.0019338704696537712,57,0.021405621446086005,57,full_predeclared_inference,e90eda294b47248d
115,0.003737583845970408,57,-0.00607326121926594,57,full_predeclared_inference,e90eda294b47248d
116,-0.017143148305105205,57,0.006767328188774461,57,full_predeclared_inference,e90eda294b47248d
117,-0.00570570535384309,57,0.02799677606010413,57,full_predeclared_inference,e90eda294b47248d
118,0.0054464545389699024,57,0.022199652141503958,57,full_predeclared_inference,e90eda294b47248d
119,0.004464823445612588,57,0.01851626422233066,57,full_predeclared_inference,e90eda294b47248d
120,0.02813063792678663,57,-0.018324665822528285,57,full_predeclared_inference,e90eda294b47248d
121,-0.008964863362052516,57,0.006389619463247501,57,full_predeclared_inference,e90eda294b47248d
122,-0.008700941657389804,57,-0.0019594033279159893,57,full_predeclared_inference,e90eda294b47248d
123,0.006009802767061043,57,-0.025783434806245648,57,full_predeclared_inference,e90eda294b47248d
124,-0.016442101937072354,57,0.003645830888649779,57,full_predeclared_inference,e90eda294b47248d
125,-0.006278421664647046,57,0.005892196855463019,57,full_predeclared_inference,e90eda294b47248d
126,0.01567066186386554,57,0.0026503361024527994,57,full_predeclared_inference,e90eda294b47248d
127,-0.00025596187960017045,57,-0.012177556396298674,57,full_predeclared_inference,e90eda294b47248d
128,0.003894489972168792,57,-0.013823442968263417,57,full_predeclared_inference,e90eda294b47248d
129,-0.003242658766639005,57,-0.014884601852991704,57,full_predeclared_inference,e90eda294b47248d
130,-0.0023582327597488693,57,-0.009610264531585812,57,full_predeclared_inference,e90eda294b47248d
131,0.011042218888045952,57,0.009978860065208966,57,full_predeclared_inference,e90eda294b47248d
132,-0.009543545893825282,57,0.009764300834700685,57,full_predeclared_inference,e90eda294b47248d
133,0.01177484169960736,57,-0.0004819119803242877,57,full_predeclared_inference,e90eda294b47248d
134,-0.0026177281972369053,57,0.005427933486627432,57,full_predeclared_inference,e90eda294b47248d
135,-0.014546724441456046,57,0.0066538797898223305,57,full_predeclared_inference,e90eda294b47248d
136,-0.006572307607332762,57,0.011464757357327209,57,full_predeclared_inference,e90eda294b47248d
137,-0.0041889745380998735,57,-0.013764291138302702,57,full_predeclared_inference,e90eda294b47248d
138,0.004505948529988728,57,-0.0009505202358116144,57,full_predeclared_inference,e90eda294b47248d
139,-0.022542915156104987,57,0.013372710550491896,57,full_predeclared_inference,e90eda294b47248d
140,-0.01602602219451743,57,0.010277703797948165,57,full_predeclared_inference,e90eda294b47248d
141,-0.005356790785159718,57,-0.007492988372513361,57,full_predeclared_inference,e90eda294b47248d
142,-0.010043079302272332,57,-0.00042708370133899386,57,full_predeclared_inference,e90eda294b47248d
143,-0.0011781770912817318,57,0.0012178977213058947,57,full_predeclared_inference,e90eda294b47248d
144,-0.008359830953794911,57,0.011253803078682737,57,full_predeclared_inference,e90eda294b47248d
145,0.011210924570826125,57,-0.015956778621338794,57,full_predeclared_inference,e90eda294b47248d
146,0.0003805136946369381,57,0.011421711280000689,57,full_predeclared_inference,e90eda294b47248d
147,0.01193510153971013,57,0.017961251620421403,57,full_predeclared_inference,e90eda294b47248d
148,0.0050370601903511215,57,-0.0043066884763244325,57,full_predeclared_inference,e90eda294b47248d
149,0.004132813452760747,57,0.0017336814201426064,57,full_predeclared_inference,e90eda294b47248d
150,-0.01949006705261804,57,0.004901152305318805,57,full_predeclared_inference,e90eda294b47248d
151,0.006490508409462981,57,0.00020884193601164593,57,full_predeclared_inference,e90eda294b47248d
152,0.0011831599739934413,57,-0.00011680428394689824,57,full_predeclared_inference,e90eda294b47248d
153,0.004940709933583516,57,-0.0012151900716429488,57,full_predeclared_inference,e90eda294b47248d
154,-0.006106438627600615,57,0.010163664298897188,57,full_predeclared_inference,e90eda294b47248d
155,-0.01506982503934123,57,-0.011916237022025546,57,full_predeclared_inference,e90eda294b47248d
156,0.004253209001445423,57,0.00245396930499156,57,full_predeclared_inference,e90eda294b47248d
157,-0.005028504696658677,57,-0.0016256938549495295,57,full_predeclared_inference,e90eda294b47248d
158,0.003694808724377761,57,0.019100470034935257,57,full_predeclared_inference,e90eda294b47248d
159,-0.0005770052970671719,57,-0.004945107962887068,57,full_predeclared_inference,e90eda294b47248d
160,0.005907398278991384,57,0.007272189438310242,57,full_predeclared_inference,e90eda294b47248d
161,0.011601139702003722,57,-0.014217131343372115,57,full_predeclared_inference,e90eda294b47248d
162,-0.022317523541394685,57,-0.006574774153931874,57,full_predeclared_inference,e90eda294b47248d
163,0.0032866878644390494,57,-0.027231816087217177,57,full_predeclared_inference,e90eda294b47248d
164,-0.008498843592814777,57,0.005238240102737591,57,full_predeclared_inference,e90eda294b47248d
165,-0.0027066350724955744,57,-0.004887706073359269,57,full_predeclared_inference,e90eda294b47248d
166,0.003152057887172462,57,-0.0012518734783362841,57,full_predeclared_inference,e90eda294b47248d
167,-0.0030760830643722474,57,0.011722782341991474,57,full_predeclared_inference,e90eda294b47248d
168,0.0024232396265403593,57,0.00779545397400165,57,full_predeclared_inference,e90eda294b47248d
169,-0.011319513207683908,57,0.009171819368862875,57,full_predeclared_inference,e90eda294b47248d
170,-0.012217328622978326,57,-0.010109536628148185,57,full_predeclared_inference,e90eda294b47248d
171,-0.009601101640775841,57,-0.006459270809735181,57,full_predeclared_inference,e90eda294b47248d
172,-0.0038040091593388365,57,-0.012827074719893283,57,full_predeclared_inference,e90eda294b47248d
173,0.0016753340305681683,57,-0.004518785690518581,57,full_predeclared_inference,e90eda294b47248d
174,-0.0001796080366491683,57,0.008205066461307853,57,full_predeclared_inference,e90eda294b47248d
175,0.01981299914973882,57,0.0037150005052019176,57,full_predeclared_inference,e90eda294b47248d
176,-0.002831813836756106,57,0.0003971952286922808,57,full_predeclared_inference,e90eda294b47248d
177,0.008418646722655531,57,0.010757840685869748,57,full_predeclared_inference,e90eda294b47248d
178,5.880577385272652e-06,57,0.0009702478438892057,57,full_predeclared_inference,e90eda294b47248d
179,-0.006157196887394101,57,0.006749768987591872,57,full_predeclared_inference,e90eda294b47248d
180,-0.00424291894313392,57,-0.0030502792694113087,57,full_predeclared_inference,e90eda294b47248d
181,-0.005361573538226689,57,0.00040717084905012415,57,full_predeclared_inference,e90eda294b47248d
182,0.0010030088202436953,57,-0.009269722024381219,57,full_predeclared_inference,e90eda294b47248d
183,0.008657376309131347,57,-0.00344568594296841,57,full_predeclared_inference,e90eda294b47248d
184,-0.013976461472605298,57,0.0022425717819746175,57,full_predeclared_inference,e90eda294b47248d
185,0.006885806246967509,57,-0.0034217352836259374,57,full_predeclared_inference,e90eda294b47248d
186,-0.012956382381430185,57,0.01369901148155888,57,full_predeclared_inference,e90eda294b47248d
187,-0.005255165565627573,57,-0.0029024082190785856,57,full_predeclared_inference,e90eda294b47248d
188,0.005296355499380788,57,0.02219182224765392,57,full_predeclared_inference,e90eda294b47248d
189,-0.0030455301522207393,57,-0.014456959588381385,57,full_predeclared_inference,e90eda294b47248d
190,-0.0012982921112950716,57,0.006431543789294402,57,full_predeclared_inference,e90eda294b47248d
191,0.0007390823841893656,57,-0.0011226035637487677,57,full_predeclared_inference,e90eda294b47248d
192,0.008843132372640573,57,-0.0004016886119359448,57,full_predeclared_inference,e90eda294b47248d
193,-0.0008386337712591831,57,-0.0072667150482366985,57,full_predeclared_inference,e90eda294b47248d
194,-0.0037073961171446897,57,-0.00440009708372383,57,full_predeclared_inference,e90eda294b47248d
195,0.011290771180753962,57,-0.0012595231921920145,57,full_predeclared_inference,e90eda294b47248d
196,0.004170969395323907,57,-0.0035918578814871454,57,full_predeclared_inference,e90eda294b47248d
197,0.016237178449593135,57,0.0034707402858961418,57,full_predeclared_inference,e90eda294b47248d
198,-0.006427133531618359,57,-0.00919454371178339,57,full_predeclared_inference,e90eda294b47248d
199,0.014685320369353204,57,-0.00857806641559377,57,full_predeclared_inference,e90eda294b47248d
200,-0.007295320150495593,57,-0.005659968573547706,57,full_predeclared_inference,e90eda294b47248d
201,-0.011901163107929597,57,0.00011389540738770478,57,full_predeclared_inference,e90eda294b47248d
202,-0.0024590984917016697,57,-0.0031244221516845035,57,full_predeclared_inference,e90eda294b47248d
203,-0.007804690460576892,57,-0.005315528903450272,57,full_predeclared_inference,e90eda294b47248d
204,0.002925450333325659,57,0.0044382048445447825,57,full_predeclared_inference,e90eda294b47248d
205,0.01617969391471257,57,-0.02160307048668638,57,full_predeclared_inference,e90eda294b47248d
206,0.0023855085718695883,57,0.0001461715073137977,57,full_predeclared_inference,e90eda294b47248d
207,-0.01789486837316415,57,0.004441137387120809,57,full_predeclared_inference,e90eda294b47248d
208,0.013358543730643846,57,0.008312401658581133,57,full_predeclared_inference,e90eda294b47248d
209,-0.007887237511535047,57,0.008018544277567433,57,full_predeclared_inference,e90eda294b47248d
210,-0.004546358826839333,57,-0.01716278401608664,57,full_predeclared_inference,e90eda294b47248d
211,0.007287181331009403,57,-0.003252501930598942,57,full_predeclared_inference,e90eda294b47248d
212,-0.005771092143602578,57,0.003738253559151079,57,full_predeclared_inference,e90eda294b47248d
213,-0.010038878779301713,57,-0.00036262596699046913,57,full_predeclared_inference,e90eda294b47248d
214,-0.010036541122380623,57,0.0043856089783018345,57,full_predeclared_inference,e90eda294b47248d
215,0.006307523682787838,57,0.013194390786731503,57,full_predeclared_inference,e90eda294b47248d
216,-0.014451517595863607,57,-0.0020718679885871768,57,full_predeclared_inference,e90eda294b47248d
217,0.005624465635706645,57,0.006457432174048068,57,full_predeclared_inference,e90eda294b47248d
218,-0.006621688063907645,57,-0.00819746340639215,57,full_predeclared_inference,e90eda294b47248d
219,-0.0030958144415995544,57,-0.002162989510930362,57,full_predeclared_inference,e90eda294b47248d
220,-0.008017513339314308,57,0.012354955484464218,57,full_predeclared_inference,e90eda294b47248d
221,-0.0007327040746560919,57,0.007414024029129182,57,full_predeclared_inference,e90eda294b47248d
222,-0.003915826737602268,57,0.010462988459064456,57,full_predeclared_inference,e90eda294b47248d
223,0.008228891208787188,57,0.0015707408872119464,57,full_predeclared_inference,e90eda294b47248d
224,-0.00950562759533842,57,-0.005238912353577447,57,full_predeclared_inference,e90eda294b47248d
225,-0.0004844468242528945,57,-0.014326186621367688,57,full_predeclared_inference,e90eda294b47248d
226,-0.0025119452517474157,57,-0.008251075786722078,57,full_predeclared_inference,e90eda294b47248d
227,-0.00738751836672987,57,0.0006928083405550806,57,full_predeclared_inference,e90eda294b47248d
228,0.001146495062305248,57,0.017627119016414325,57,full_predeclared_inference,e90eda294b47248d
229,-0.013818754786374522,57,-0.00617115811964233,57,full_predeclared_inference,e90eda294b47248d
230,-0.013306230544569713,57,0.005608695318279593,57,full_predeclared_inference,e90eda294b47248d
231,-0.004871894691081899,57,0.00392832976412459,57,full_predeclared_inference,e90eda294b47248d
232,-0.021002673118737308,57,-0.005345862075693565,57,full_predeclared_inference,e90eda294b47248d
233,-0.012125758772353732,57,0.01030311707182534,57,full_predeclared_inference,e90eda294b47248d
234,0.0059118571722984285,57,-0.015738445860987663,57,full_predeclared_inference,e90eda294b47248d
235,0.0052392345307962825,57,0.011120222796490914,57,full_predeclared_inference,e90eda294b47248d
236,-0.0007564027686449727,57,-0.015207285962886343,57,full_predeclared_inference,e90eda294b47248d
237,-0.005681159444636274,57,-0.009831795491833299,57,full_predeclared_inference,e90eda294b47248d
238,-0.015327323939374738,57,-0.017976355724916907,57,full_predeclared_inference,e90eda294b47248d
239,0.003425302642311721,57,-0.00392171171079528,57,full_predeclared_inference,e90eda294b47248d
240,0.0010068194597609194,57,0.007998222926305395,57,full_predeclared_inference,e90eda294b47248d
241,0.016352520117066095,57,0.013356074756551536,57,full_predeclared_inference,e90eda294b47248d
242,0.004290715439099082,57,0.0018576662706385574,57,full_predeclared_inference,e90eda294b47248d
243,-0.004456629499160985,57,-0.0007988499430707556,57,full_predeclared_inference,e90eda294b47248d
244,0.00682683099851469,57,-0.013005017447425675,57,full_predeclared_inference,e90eda294b47248d
245,0.00030658487214226346,57,0.0032356481997404523,57,full_predeclared_inference,e90eda294b47248d
246,-0.009099429049674411,57,-0.0002724793854464213,57,full_predeclared_inference,e90eda294b47248d
247,-0.004296084454868264,57,0.005175252519064732,57,full_predeclared_inference,e90eda294b47248d
248,0.0031335092063681075,57,-0.002105452187471921,57,full_predeclared_inference,e90eda294b47248d
249,-0.003439553010077199,57,-0.009848727411584027,57,full_predeclared_inference,e90eda294b47248d
250,-0.005416018231632207,57,-0.005934740682310353,57,full_predeclared_inference,e90eda294b47248d
251,-0.01176203690680796,57,-0.015135031315976658,57,full_predeclared_inference,e90eda294b47248d
252,-0.0035268593399821082,57,-0.005897872361365209,57,full_predeclared_inference,e90eda294b47248d
253,-0.0018934113683857434,57,-0.009636565444644168,57,full_predeclared_inference,e90eda294b47248d
254,0.01709224528090971,57,-0.00043483700174762964,57,full_predeclared_inference,e90eda294b47248d
255,-0.0021048817640844666,57,-0.0037337503715600302,57,full_predeclared_inference,e90eda294b47248d
256,0.011827996528987843,57,0.005444372383016224,57,full_predeclared_inference,e90eda294b47248d
257,0.009929900213410208,57,-0.0033527608489672734,57,full_predeclared_inference,e90eda294b47248d
258,-0.015642579195973453,57,0.00798146878743999,57,full_predeclared_inference,e90eda294b47248d
259,-0.0036265094836961972,57,0.008719733084368719,57,full_predeclared_inference,e90eda294b47248d
260,0.01130343651623493,57,0.0003212495494342253,57,full_predeclared_inference,e90eda294b47248d
261,-0.0020512045366129265,57,-0.001969071128978777,57,full_predeclared_inference,e90eda294b47248d
262,-0.02393700289311939,57,-1.2384232357370947e-05,57,full_predeclared_inference,e90eda294b47248d
263,0.0022184538864992555,57,-0.0002763702684543873,57,full_predeclared_inference,e90eda294b47248d
264,0.009802563611000462,57,-0.011403946283189166,57,full_predeclared_inference,e90eda294b47248d
265,0.0021302320469255088,57,0.011969389001667358,57,full_predeclared_inference,e90eda294b47248d
266,0.014395863456201582,57,-0.0038713589422350314,57,full_predeclared_inference,e90eda294b47248d
267,0.008104213955045838,57,-0.008044304859990208,57,full_predeclared_inference,e90eda294b47248d
268,-0.004510758397013988,57,-0.014842149806971976,57,full_predeclared_inference,e90eda294b47248d
269,-0.013885680148340174,57,0.0042988062563665335,57,full_predeclared_inference,e90eda294b47248d
270,-0.012629443971868283,57,-0.004965114484450689,57,full_predeclared_inference,e90eda294b47248d
271,-0.004779243356631146,57,-0.004020694662640909,57,full_predeclared_inference,e90eda294b47248d
272,-0.0007223839172251174,57,0.011446789832156775,57,full_predeclared_inference,e90eda294b47248d
273,-0.011596377198774276,57,-0.007797808034300803,57,full_predeclared_inference,e90eda294b47248d
274,0.007504274154468913,57,0.0014792750607170427,57,full_predeclared_inference,e90eda294b47248d
275,-0.014869939796954586,57,-0.0030155663154429,57,full_predeclared_inference,e90eda294b47248d
276,-0.002989520098522545,57,-0.011775859762816381,57,full_predeclared_inference,e90eda294b47248d
277,-0.0012354198732564188,57,-0.022708909204129966,57,full_predeclared_inference,e90eda294b47248d
278,0.005606831389206542,57,-0.002755460489016912,57,full_predeclared_inference,e90eda294b47248d
279,-0.011119944447400278,57,-0.004162850211379305,57,full_predeclared_inference,e90eda294b47248d
280,0.003971545055131641,57,-0.0005671666393369085,57,full_predeclared_inference,e90eda294b47248d
281,-0.0117334887554708,57,0.007801823128021079,57,full_predeclared_inference,e90eda294b47248d
282,-0.011422670279511507,57,0.0073485601575550424,57,full_predeclared_inference,e90eda294b47248d
283,0.0010903147368863523,57,0.002186677077342404,57,full_predeclared_inference,e90eda294b47248d
284,-0.015546788396432006,57,-0.01268521068305084,57,full_predeclared_inference,e90eda294b47248d
285,0.01203026203529211,57,0.0011615656122767224,57,full_predeclared_inference,e90eda294b47248d
286,-0.0008954134839590272,57,0.0005633409625434298,57,full_predeclared_inference,e90eda294b47248d
287,0.0008119410674888116,57,0.004880412675627369,57,full_predeclared_inference,e90eda294b47248d
288,0.003747087399915784,57,-0.003854398053679959,57,full_predeclared_inference,e90eda294b47248d
289,0.010343125493423285,57,0.0012059657873915363,57,full_predeclared_inference,e90eda294b47248d
290,-0.0027510319377934225,57,-0.009356537701918237,57,full_predeclared_inference,e90eda294b47248d
291,0.007551613760237818,57,-0.0015921155271973527,57,full_predeclared_inference,e90eda294b47248d
292,-0.004161834650959094,57,-0.011084742109891431,57,full_predeclared_inference,e90eda294b47248d
293,0.0009266306239471409,57,-0.0052308692101866025,57,full_predeclared_inference,e90eda294b47248d
294,-0.0022592856239157613,57,0.015612656650490903,57,full_predeclared_inference,e90eda294b47248d
295,0.006661246956853696,57,0.004165449864124415,57,full_predeclared_inference,e90eda294b47248d
296,-0.006487592654212213,57,-0.029130872932300357,57,full_predeclared_inference,e90eda294b47248d
297,-0.009828868633030133,57,-0.0018018318993319679,57,full_predeclared_inference,e90eda294b47248d
298,0.0003356982178247585,57,-0.007978677217684003,57,full_predeclared_inference,e90eda294b47248d
299,-0.00905367957244964,57,-0.018810752528342998,57,full_predeclared_inference,e90eda294b47248d
300,0.00745825031580135,57,0.0011656593184928355,57,full_predeclared_inference,e90eda294b47248d
301,0.008245475470329833,57,-0.0034618703500985085,57,full_predeclared_inference,e90eda294b47248d
302,0.0021237489363109445,57,-0.00487372943224165,57,full_predeclared_inference,e90eda294b47248d
